"UPlCodigo","UPlTipo","UPlNombre","UPlArea","pro_location"
"UPZ34",1,"20 DE JULIO",2625356.68692,"san isidro"
"UPZ34",1,"20 DE JULIO",2625356.68692,"el portal"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"marsella"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"la independencia"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"escocia"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"brasilia"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"la libertad"
"UPZ84",1,"BOSA OCCIDENTAL",4303798.53918,"las americas"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"los andes"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"nueva granada"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"la capilla"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"jose antonio galan"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"el jardin"
"UPZ85",1,"BOSA CENTRAL",7146564.92049,"la esmeralda"
"UPZ32",1,"SAN BLAS",4000322.31683,
"UPZ95",1,"LAS CRUCES",923683.068121,"las cruces"
"UPZ95",1,"LAS CRUCES",923683.068121,"san bernardo"
"UPZ87",1,"TINTAL SUR",5769039.17752,"el cerezo"
"UPZ87",1,"TINTAL SUR",5769039.17752,"el tintal"
"UPZ87",1,"TINTAL SUR",5769039.17752,"el tintal central"
"UPZ1",1,"PASEO DE LOS LIBERTADORES",6309530.07257,
"UPZ46",1,"CASTILLA",5031965.6992,"el rincon de los angeles"
"UPZ46",1,"CASTILLA",5031965.6992,"nuevo kennedy"
"UPZ46",1,"CASTILLA",5031965.6992,"urbanizacion castilla"
"UPZ46",1,"CASTILLA",5031965.6992,"villa alsacia 2"
"UPZ46",1,"CASTILLA",5031965.6992,"villa alsacia"
"UPZ46",1,"CASTILLA",5031965.6992,"valladolid"
"UPZ46",1,"CASTILLA",5031965.6992,"el vergel occidental"
"UPZ112",1,"GRANJAS DE TECHO",4776034.46855,"la felicidad"
"UPZ112",1,"GRANJAS DE TECHO",4776034.46855,"remanso"
"UPZ112",1,"GRANJAS DE TECHO",4776034.46855,"estacion victoria"
"UPZ78",1,"TINTAL NORTE",3433737.99423,"la magdalena"
"UPZ117",1,"AEROPUERTO EL DORADO",7430911.98215,
"UPZ77",1,"ZONA FRANCA",4915888.24397,"sabana grande"
"UPZ77",1,"ZONA FRANCA",4915888.24397,"zona franca"
"UPZ54",1,"MARRUECOS",3628884.97968,"san cayetano"
"UPZ54",1,"MARRUECOS",3628884.97968,"rafael uribe"
"UPZ54",1,"MARRUECOS",3628884.97968,"marco fidel suarez"
"UPZ39",1,"QUIROGA",3754767.08914,"quiroga central"
"UPZ39",1,"QUIROGA",3754767.08914,"cataluna"
"UPZ39",1,"QUIROGA",3754767.08914,"ingles"
"UPZ39",1,"QUIROGA",3754767.08914,"libertador"
"UPZ39",1,"QUIROGA",3754767.08914,"santiago perez"
"UPZ62",1,"TUNJUELITO",3272483.24694,
"UPZ53",1,"MARCO FIDEL SUAREZ",1845365.61024,"millan"
"UPZ69",1,"ISMAEL PERDOMO",5598956.44286,"santa bibiana"
"UPZ69",1,"ISMAEL PERDOMO",5598956.44286,"india catalina"
"UPZ61",1,"CIUDAD USME",9214048.59872,
"UPZ42",1,"VENECIA",6638420.21535,"tunjuelito"
"UPZ42",1,"VENECIA",6638420.21535,"el tejar"
"UPZ42",1,"VENECIA",6638420.21535,"claret"
"UPZ42",1,"VENECIA",6638420.21535,"nuevo muzu"
"UPZ42",1,"VENECIA",6638420.21535,"el condor"
"UPZ42",1,"VENECIA",6638420.21535,"laguneta"
"UPZ52",1,"LA FLORA",1877160.2561219,"villa maria"
"UPZ60",1,"PARQUE ENTRENUBES",4190395.155482,
