age,job,marital,education,default,balance,housing,loan,contact,month,campaign,pdays,previous,poutcome,outcome,day_of_week,log_duration
2,admin.,married,secondary,False,11303,False,False,cellular,12,2,216,2,failure,True,4,6.159095388491933
3,management,married,unknown,False,2724,False,False,cellular,12,1,0,0,unknown,True,4,6.794586580876499
0,student,single,unknown,False,755,False,False,cellular,12,1,0,0,unknown,True,5,5.648974238161206
1,management,single,tertiary,False,718,True,False,cellular,12,1,197,1,success,True,5,5.043425116919247
0,services,single,secondary,False,870,False,False,cellular,12,1,176,4,success,True,5,5.69035945432406
2,unemployed,married,secondary,False,978,False,False,cellular,12,3,209,3,success,True,5,7.222566018822171
5,management,married,secondary,False,544,False,False,cellular,12,3,200,9,success,True,5,4.143134726391533
3,management,divorced,tertiary,False,461,False,False,cellular,12,2,0,0,unknown,True,6,5.910796644040527
6,retired,married,primary,False,2795,False,False,cellular,1,2,0,0,unknown,True,0,5.707110264748875
0,technician,single,secondary,False,139,False,True,cellular,1,1,91,1,success,True,3,5.308267697401205
5,retired,married,secondary,False,1044,False,False,telephone,1,1,192,2,success,True,3,6.371611847231857
4,admin.,married,secondary,False,1633,False,False,cellular,1,1,192,2,success,True,3,5.3471075307174685
1,management,married,tertiary,False,6513,True,False,cellular,1,1,343,1,other,True,3,5.135798437050262
7,retired,married,primary,False,1388,False,False,telephone,1,2,83,1,success,True,3,6.642486801367256
2,unemployed,single,secondary,False,15,False,False,cellular,1,1,0,0,unknown,True,4,5.932245187448011
1,technician,single,secondary,False,2544,False,False,cellular,1,1,279,2,success,True,4,5.43372200355424
0,blue-collar,single,secondary,False,2007,False,False,cellular,1,2,0,0,unknown,True,4,5.579729825986222
1,technician,married,tertiary,False,2166,False,False,cellular,1,2,0,0,unknown,True,4,5.755742213586912
1,self-employed,single,tertiary,False,4579,False,False,cellular,1,2,0,0,unknown,True,4,6.013715156042802
0,student,single,secondary,False,2488,False,False,telephone,1,2,92,1,success,True,4,6.493753839851686
8,retired,married,primary,False,2190,False,False,telephone,1,2,0,0,unknown,True,4,6.238324625039508
0,student,single,secondary,False,254,False,False,cellular,1,2,0,0,unknown,True,5,4.962844630259907
1,self-employed,single,tertiary,False,1579,False,False,cellular,1,1,91,3,failure,True,5,5.093750200806762
1,unemployed,married,tertiary,False,330,False,False,cellular,1,1,194,2,success,True,5,5.560681631015528
5,retired,married,secondary,False,938,False,False,cellular,1,3,0,0,unknown,True,5,5.940171252720432
2,technician,single,unknown,False,5372,True,False,cellular,1,3,0,0,unknown,True,5,5.5134287461649825
0,student,single,secondary,False,3176,False,False,cellular,1,2,0,0,unknown,True,5,4.68213122712422
4,management,divorced,tertiary,False,496,False,False,cellular,1,3,0,0,unknown,True,5,6.113682179832232
2,technician,single,tertiary,False,0,False,False,cellular,1,7,0,0,unknown,True,6,5.231108616854587
6,retired,divorced,primary,False,482,False,False,telephone,1,1,196,2,success,True,6,5.918893854273146
5,blue-collar,married,secondary,False,180,False,False,cellular,1,1,90,4,other,True,6,5.209486152841421
5,technician,married,primary,False,4198,False,False,cellular,1,1,91,10,success,True,6,5.733341276897746
3,unemployed,married,secondary,False,817,False,False,cellular,1,1,282,4,success,True,6,6.248042874508429
3,admin.,married,secondary,False,5021,False,False,cellular,1,1,0,0,unknown,True,6,5.4510384535657
2,admin.,married,unknown,False,991,False,False,cellular,1,2,0,0,unknown,True,6,6.3784261836515865
1,services,single,secondary,False,133,False,False,cellular,1,2,274,1,success,True,6,5.720311776607412
1,admin.,married,secondary,False,366,False,False,cellular,1,2,0,0,unknown,True,6,5.902633333401366
5,retired,divorced,tertiary,False,979,True,False,cellular,1,3,347,1,failure,True,0,5.68697535633982
2,management,married,tertiary,False,2939,False,False,cellular,1,2,0,0,unknown,True,0,5.8522024797744745
2,admin.,single,secondary,False,4803,False,False,cellular,1,2,0,0,unknown,True,0,5.981414211254481
8,retired,married,primary,False,1255,False,False,cellular,1,3,0,0,unknown,True,0,5.4510384535657
7,retired,married,primary,False,8556,False,False,telephone,1,2,272,2,success,True,3,5.786897381366708
5,retired,married,secondary,False,588,False,False,cellular,1,1,91,2,failure,True,3,5.902633333401366
3,technician,married,secondary,False,994,True,False,cellular,1,1,67,9,success,True,3,6.115892125483034
3,blue-collar,married,secondary,False,820,False,False,cellular,1,1,91,1,success,True,3,5.568344503761097
6,retired,married,secondary,False,203,False,False,cellular,1,1,195,1,success,True,3,5.8664680569332965
5,retired,married,secondary,False,86,False,False,cellular,1,1,94,1,success,True,3,6.459904454377535
1,admin.,married,tertiary,False,2855,False,False,cellular,1,1,301,3,failure,True,3,5.480638923341991
5,retired,married,secondary,False,474,False,False,cellular,1,1,0,0,unknown,True,3,6.0473721790462776
2,management,married,tertiary,False,203,False,False,cellular,1,1,88,1,success,True,3,5.541263545158426
2,unemployed,married,primary,False,7005,True,False,cellular,1,1,202,2,success,True,3,6.54534966033442
9,retired,married,unknown,False,775,False,False,cellular,1,4,96,3,success,True,4,5.099866427824199
7,retired,married,secondary,False,4112,False,False,telephone,1,1,95,2,success,True,4,7.38770923908104
1,admin.,single,secondary,False,255,False,False,cellular,1,1,0,0,unknown,True,5,4.962844630259907
8,retired,married,primary,False,243,False,False,cellular,1,1,92,1,success,True,5,5.8289456176102075
3,unknown,single,unknown,False,942,False,False,cellular,1,1,92,2,success,True,5,5.501258210544727
3,admin.,divorced,secondary,False,1180,False,False,cellular,1,1,238,3,other,True,5,4.955827057601261
4,services,married,secondary,False,992,True,False,cellular,1,1,92,2,success,True,5,5.834810737062605
2,housemaid,divorced,secondary,False,70,False,False,cellular,1,4,92,4,success,True,5,5.099866427824199
5,admin.,married,unknown,False,4629,True,False,cellular,1,1,92,1,success,True,5,5.198497031265826
0,student,single,unknown,False,829,False,False,cellular,1,3,202,2,success,True,5,5.278114659230517
2,admin.,married,secondary,False,0,False,False,cellular,1,1,436,10,failure,True,5,5.902633333401366
3,technician,married,secondary,False,2776,True,False,cellular,1,1,0,0,unknown,True,5,6.55250788703459
7,retired,married,primary,False,279,False,False,cellular,1,3,0,0,unknown,True,6,5.988961416889864
2,student,single,tertiary,False,129,False,False,cellular,1,1,93,1,success,True,6,6.822197390620491
3,management,married,tertiary,False,157,False,False,cellular,1,4,0,0,unknown,True,6,6.0330862217988015
4,services,married,secondary,False,659,False,False,cellular,1,4,93,1,success,True,6,5.966146739123692
1,blue-collar,married,secondary,False,2493,False,False,cellular,1,2,0,0,unknown,True,6,5.680172609017068
2,management,married,tertiary,False,3949,False,False,cellular,1,2,0,0,unknown,True,6,4.867534450455582
8,retired,married,primary,False,997,False,False,cellular,1,1,91,3,success,True,6,5.017279836814924
1,technician,married,tertiary,False,1699,False,False,cellular,1,1,83,3,success,True,6,5.308267697401205
4,technician,married,tertiary,False,1181,False,False,cellular,1,1,433,1,failure,True,6,5.225746673713202
4,admin.,married,secondary,False,0,False,False,cellular,1,1,98,2,failure,True,6,5.081404364984463
2,admin.,married,tertiary,False,0,False,False,cellular,1,2,0,0,unknown,True,6,5.043425116919247
6,retired,married,tertiary,False,1948,False,False,cellular,1,1,91,4,success,True,6,5.375278407684165
4,blue-collar,married,primary,False,306,False,False,cellular,1,1,0,0,unknown,True,6,5.407171771460119
5,retired,married,secondary,False,18967,True,False,cellular,1,2,0,0,unknown,True,0,5.176149732573829
1,admin.,single,secondary,False,261,True,True,cellular,1,3,142,6,success,True,0,5.537334267018537
4,retired,divorced,primary,False,694,False,False,cellular,1,1,102,1,other,True,0,4.969813299576001
2,technician,married,tertiary,False,202,False,False,cellular,1,1,120,3,failure,True,0,5.746203190540153
3,management,single,tertiary,False,4831,False,False,cellular,1,11,0,0,unknown,True,0,6.171700597410915
5,management,married,unknown,False,264,False,False,telephone,2,1,0,0,unknown,True,3,5.579729825986222
1,entrepreneur,single,secondary,False,278,False,False,cellular,2,5,0,0,unknown,True,3,6.333279628139691
7,retired,married,tertiary,False,7802,False,False,telephone,2,2,0,0,unknown,True,3,6.180016653652572
6,retired,married,primary,False,3629,False,False,cellular,2,1,172,2,other,True,4,6.161207321695077
3,management,married,tertiary,False,547,False,False,cellular,2,1,0,0,unknown,True,4,6.3578422665081
1,student,single,unknown,False,4468,False,False,cellular,2,1,0,0,unknown,True,4,5.318119993844216
4,services,married,secondary,False,1989,False,False,cellular,2,2,281,2,failure,True,5,5.817111159963204
5,housemaid,married,unknown,False,2645,False,False,telephone,2,2,0,0,unknown,True,5,5.389071729816501
1,technician,single,tertiary,False,4060,False,False,cellular,2,1,93,1,other,True,5,5.187385805840755
1,technician,married,secondary,False,303,True,False,cellular,2,1,301,5,success,True,5,5.872117789475416
7,retired,married,primary,False,2600,False,False,cellular,2,2,82,3,success,True,5,6.093569770045136
3,technician,married,tertiary,False,1818,True,True,cellular,2,1,92,4,failure,True,5,6.230481447578482
2,admin.,single,secondary,False,728,False,False,cellular,2,1,174,2,other,True,5,4.859812404361672
4,blue-collar,married,secondary,False,955,False,True,cellular,2,1,48,3,success,True,5,5.030437921392435
2,technician,single,secondary,False,265,True,True,cellular,2,1,366,2,failure,True,5,4.941642422609304
2,management,married,tertiary,False,123,False,False,cellular,2,3,0,0,unknown,True,5,5.707110264748875
7,retired,married,unknown,False,4807,False,False,telephone,2,2,104,4,success,True,5,6.79346613258001
3,admin.,married,secondary,False,205,False,False,cellular,2,1,92,1,success,True,5,5.921578419643816
6,retired,married,tertiary,False,2812,False,False,cellular,2,2,181,1,failure,True,5,5.631211781821365
4,management,married,tertiary,False,6571,False,False,cellular,2,1,0,0,unknown,True,5,5.337538079701318
2,services,married,secondary,False,2758,False,False,cellular,2,3,0,0,unknown,True,6,6.489204931325317
4,management,divorced,tertiary,False,2037,False,False,cellular,2,2,94,3,success,True,6,5.720311776607412
1,student,single,tertiary,False,0,False,False,cellular,2,3,276,2,failure,True,6,5.4510384535657
7,retired,married,primary,False,2223,False,False,telephone,2,1,0,0,unknown,True,6,6.061456918928017
2,admin.,divorced,secondary,False,1085,False,False,cellular,2,6,97,12,other,True,6,5.272999558563747
4,admin.,married,secondary,False,602,False,False,cellular,2,2,150,6,success,True,6,5.966146739123692
2,technician,single,tertiary,False,1646,True,False,cellular,2,1,184,6,success,True,6,5.564520407322694
2,unemployed,single,tertiary,False,415,False,False,cellular,2,1,176,1,failure,True,6,6.47543271670409
8,retired,married,secondary,False,2354,False,False,telephone,2,1,181,2,failure,True,6,6.6052979209482015
2,technician,married,secondary,False,318,False,False,cellular,2,1,181,5,failure,True,6,5.948034989180646
3,blue-collar,married,secondary,False,1730,True,False,cellular,2,1,178,2,failure,True,6,6.192362489474872
0,management,married,unknown,False,448,False,False,cellular,2,1,297,1,success,True,0,5.017279836814924
2,admin.,single,tertiary,False,994,False,False,cellular,2,1,176,5,failure,True,0,5.272999558563747
1,housemaid,single,tertiary,False,19,False,False,cellular,2,2,64,2,success,True,0,4.700480365792417
5,unemployed,married,secondary,False,1625,False,False,cellular,2,2,0,0,unknown,True,0,5.655991810819852
3,blue-collar,married,secondary,False,1144,True,False,cellular,2,2,129,3,other,True,3,5.929589143389895
0,admin.,single,tertiary,False,897,True,False,cellular,2,2,280,8,failure,True,3,5.247024072160486
6,retired,divorced,secondary,False,704,False,False,cellular,2,2,97,1,success,True,3,5.225746673713202
1,management,married,tertiary,False,1996,False,False,cellular,2,3,101,1,other,True,3,7.0326242610280065
0,student,single,secondary,False,216,False,False,cellular,2,1,187,1,success,True,3,5.8944028342648505
3,admin.,married,secondary,False,1206,False,False,telephone,2,1,446,3,failure,True,3,5.733341276897746
2,management,married,tertiary,False,1855,False,False,telephone,2,6,0,0,unknown,True,3,4.356708826689592
2,management,married,tertiary,False,62,False,False,cellular,2,2,185,2,failure,True,3,6.150602768446279
1,student,married,secondary,False,1536,False,False,cellular,2,1,92,3,success,True,4,5.883322388488279
5,technician,married,secondary,False,824,True,False,cellular,2,1,558,7,other,True,4,4.844187086458591
0,student,single,tertiary,False,235,False,False,cellular,2,1,92,1,success,True,4,4.584967478670572
0,student,single,unknown,False,108,False,False,cellular,2,1,183,1,success,True,4,4.5217885770490405
6,entrepreneur,married,tertiary,False,2331,False,False,telephone,2,1,92,1,success,True,4,5.66988092298052
1,management,single,tertiary,False,390,False,False,cellular,2,2,104,2,failure,True,4,4.787491742782046
2,admin.,single,secondary,False,-32,False,True,cellular,2,4,182,5,failure,True,4,4.143134726391533
2,blue-collar,single,tertiary,False,172,True,False,cellular,2,2,183,2,failure,True,4,4.8283137373023015
4,admin.,married,secondary,False,10541,False,False,cellular,2,2,92,1,success,True,4,5.099866427824199
0,student,single,secondary,False,480,False,False,cellular,2,2,182,1,failure,True,4,6.60934924316738
2,admin.,married,secondary,False,2374,True,False,cellular,2,2,92,3,success,True,4,5.493061443340548
2,management,single,tertiary,False,479,False,False,cellular,2,2,0,0,unknown,True,4,6.444131256700441
4,unemployed,married,secondary,False,94,False,False,cellular,2,1,92,13,success,True,5,5.030437921392435
2,student,single,unknown,False,417,False,False,cellular,2,1,0,0,unknown,True,5,5.017279836814924
5,retired,married,tertiary,False,2557,True,False,cellular,2,2,92,5,success,True,5,5.062595033026967
5,technician,married,secondary,False,589,True,False,cellular,2,3,183,6,success,True,5,6.236369590203704
3,unemployed,divorced,secondary,False,201,False,False,cellular,2,2,92,2,success,True,5,6.0063531596017325
2,management,divorced,tertiary,False,2885,False,False,cellular,2,2,156,4,other,True,5,5.749392985908253
5,management,married,secondary,False,2155,False,True,cellular,2,2,92,5,success,True,5,4.90527477843843
2,technician,divorced,secondary,False,902,True,False,cellular,2,2,180,5,failure,True,5,6.53813982376767
3,management,married,tertiary,False,1791,False,False,cellular,2,1,190,1,success,True,6,4.2626798770413155
4,unknown,married,secondary,False,2206,False,False,cellular,2,1,91,3,success,True,6,6.1070228877422545
1,student,single,tertiary,False,5291,False,False,cellular,2,1,91,4,success,True,6,5.680172609017068
7,retired,married,secondary,False,638,False,False,cellular,2,1,188,1,success,True,6,5.662960480135946
1,admin.,single,secondary,False,4448,False,False,cellular,2,8,0,0,unknown,True,6,4.718498871295094
5,retired,married,tertiary,False,5267,False,False,cellular,2,3,0,0,unknown,True,6,5.420534999272286
7,retired,married,primary,False,3324,False,False,cellular,2,1,90,4,success,True,6,5.733341276897746
1,blue-collar,married,secondary,False,61,True,False,cellular,2,1,174,4,success,True,6,5.53338948872752
2,management,married,tertiary,False,0,True,False,cellular,2,2,92,5,success,True,6,5.968707559985366
5,technician,married,secondary,False,116,False,False,cellular,2,1,183,7,success,True,6,5.5909869805108565
3,blue-collar,married,secondary,False,413,True,False,cellular,2,2,184,2,success,True,6,6.1224928095143865
2,self-employed,single,tertiary,False,353,False,False,cellular,2,1,183,1,success,True,6,5.863631175598097
6,retired,married,secondary,False,1712,False,False,cellular,2,1,0,0,unknown,True,6,6.492239835020471
5,retired,married,secondary,False,523,False,False,cellular,2,1,182,3,success,True,6,6.1463292576688975
2,blue-collar,married,secondary,False,1454,True,False,cellular,2,2,297,2,failure,True,6,5.442417710521793
5,retired,married,primary,False,9367,False,False,cellular,2,1,90,6,success,True,6,6.8885724595653635
7,retired,married,secondary,False,291,False,False,cellular,2,1,183,1,failure,True,6,6.244166900663736
5,retired,married,tertiary,False,846,False,False,cellular,2,1,181,3,failure,True,6,6.508769136971682
2,technician,married,tertiary,False,341,False,False,cellular,2,2,183,1,success,True,0,6.037870919922137
1,technician,single,secondary,False,113,False,False,cellular,2,2,183,4,success,True,0,5.793013608384144
2,management,single,tertiary,False,13014,False,False,cellular,2,1,183,1,success,True,0,6.456769655572163
1,unemployed,single,secondary,False,632,False,False,cellular,2,1,0,0,unknown,True,0,5.384495062789089
2,management,married,tertiary,False,27696,False,False,cellular,2,2,184,3,success,True,0,4.927253685157205
3,blue-collar,married,secondary,False,3715,False,False,cellular,2,2,182,4,other,True,0,5.14166355650266
4,management,married,tertiary,False,4675,False,False,cellular,2,3,0,0,unknown,True,0,5.198497031265826
1,technician,married,secondary,False,3271,False,False,cellular,2,1,374,1,other,True,0,5.926926025970411
0,student,single,secondary,False,123,False,False,telephone,2,5,93,2,success,True,0,5.937536205082426
4,technician,married,secondary,False,10185,False,False,cellular,2,1,186,3,success,True,0,5.5254529391317835
1,management,single,tertiary,False,1026,False,False,cellular,2,2,92,2,success,True,0,4.927253685157205
1,management,married,tertiary,False,905,False,False,cellular,2,4,0,0,unknown,True,0,6.501289670540389
2,services,married,secondary,False,775,False,False,cellular,2,3,182,2,success,True,0,7.51479976048867
3,unemployed,married,secondary,False,926,False,False,cellular,2,4,185,6,success,True,3,5.945420608606575
3,management,married,tertiary,False,349,False,False,cellular,2,2,616,1,failure,True,3,5.68697535633982
1,technician,married,secondary,False,484,True,False,cellular,2,6,187,3,success,True,3,4.418840607796598
4,services,married,primary,False,1830,True,False,cellular,2,1,0,0,unknown,True,3,4.912654885736052
2,management,married,tertiary,False,2987,True,False,cellular,2,1,91,9,failure,True,3,4.532599493153256
2,technician,single,tertiary,False,197,False,False,cellular,2,1,91,2,success,True,3,6.274762021241939
0,student,single,secondary,False,431,False,False,cellular,2,3,186,2,success,True,3,5.303304908059076
5,admin.,married,secondary,False,169,False,False,cellular,2,1,91,4,success,True,3,5.375278407684165
3,management,married,tertiary,False,226,True,False,cellular,2,4,185,6,success,True,3,4.51085950651685
1,unemployed,single,secondary,False,2424,False,False,cellular,2,1,95,2,success,True,3,5.820082930352362
0,student,single,secondary,False,1234,False,False,cellular,2,1,91,1,success,True,3,5.937536205082426
2,management,married,tertiary,False,271,True,False,cellular,2,1,94,4,success,True,3,5.730099782973574
1,management,single,tertiary,False,-69,True,False,cellular,2,3,0,0,unknown,True,3,5.3230099791384085
1,student,single,tertiary,False,1562,False,False,cellular,2,4,0,0,unknown,True,3,6.490723534502507
5,self-employed,divorced,tertiary,False,52587,False,False,cellular,2,3,189,1,success,True,3,5.976350909297934
1,blue-collar,single,secondary,False,535,False,False,cellular,2,1,91,2,success,True,3,5.14166355650266
2,management,single,tertiary,False,2159,False,False,unknown,2,1,0,0,unknown,True,6,5.955837369464831
4,technician,married,secondary,False,195,True,False,cellular,2,1,63,5,failure,True,6,5.393627546352362
1,technician,single,secondary,False,154,True,False,cellular,2,2,0,0,unknown,True,6,6.030685260261263
2,management,single,tertiary,False,681,False,False,cellular,2,1,561,2,success,True,6,6.602587892189336
6,retired,married,secondary,False,2326,False,True,cellular,2,1,181,1,success,True,6,5.44673737166631
4,services,married,secondary,False,961,False,True,cellular,2,1,553,4,failure,True,6,5.402677381872279
1,admin.,single,tertiary,False,2532,True,True,cellular,2,1,0,0,unknown,True,6,5.594711379601839
2,management,single,tertiary,False,455,True,False,cellular,2,2,555,6,success,True,0,5.541263545158426
5,self-employed,married,tertiary,False,2013,False,False,cellular,2,4,94,2,success,True,0,5.402677381872279
3,blue-collar,married,secondary,False,1568,True,False,cellular,2,1,262,7,success,True,0,5.961005339623274
0,student,single,unknown,False,1215,False,False,cellular,2,3,192,1,failure,True,0,4.976733742420574
8,retired,married,secondary,False,121,False,False,telephone,2,1,0,0,unknown,True,0,5.799092654460526
5,retired,divorced,secondary,False,1,False,False,cellular,2,1,184,1,success,True,0,5.71042701737487
4,management,married,tertiary,False,597,False,False,unknown,2,1,0,0,unknown,True,3,5.971261839790462
2,management,single,tertiary,False,763,False,False,cellular,2,1,189,1,failure,True,3,6.297109319933935
1,unknown,single,unknown,False,326,False,False,cellular,2,1,0,0,unknown,True,3,5.786897381366708
2,management,married,tertiary,False,1380,False,False,cellular,2,1,0,0,unknown,True,4,5.043425116919247
8,housemaid,married,primary,False,0,False,False,cellular,2,1,189,1,failure,True,4,6.459904454377535
3,admin.,married,secondary,False,368,False,False,cellular,2,1,187,5,success,True,4,5.594711379601839
7,retired,divorced,tertiary,False,438,False,False,cellular,2,1,0,0,unknown,True,4,5.631211781821365
3,management,single,tertiary,False,483,False,False,cellular,2,2,265,11,other,True,4,4.553876891600541
2,unemployed,married,tertiary,False,7620,False,False,telephone,2,1,176,6,failure,True,4,5.905361848054571
1,self-employed,single,tertiary,False,805,False,False,cellular,2,1,103,7,failure,True,4,4.882801922586371
2,management,single,tertiary,False,0,True,False,cellular,2,2,182,6,failure,True,4,5.429345628954441
1,management,married,tertiary,False,302,True,True,unknown,2,1,384,2,failure,True,4,4.110873864173311
0,student,single,secondary,False,215,False,False,cellular,2,1,92,6,success,True,5,5.1647859739235145
3,housemaid,married,tertiary,False,5473,False,False,cellular,2,2,184,2,success,True,5,4.844187086458591
5,admin.,married,secondary,False,106,False,False,cellular,2,1,187,4,success,True,5,4.919980925828125
6,retired,married,primary,False,2346,False,False,cellular,2,1,184,5,failure,True,5,6.542471960506805
7,retired,divorced,secondary,False,3219,False,False,cellular,2,1,0,0,unknown,True,5,5.017279836814924
4,admin.,single,unknown,False,2227,False,False,cellular,2,2,0,0,unknown,True,5,5.488937726156687
5,self-employed,divorced,tertiary,False,6610,False,False,cellular,2,2,0,0,unknown,True,5,6.175867270105761
1,services,single,secondary,False,195,True,False,cellular,2,3,0,0,unknown,True,6,6.030685260261263
5,technician,married,secondary,False,973,False,False,cellular,2,1,388,1,success,True,6,5.762051382780177
5,technician,married,secondary,False,7766,True,False,cellular,2,1,461,1,failure,True,6,7.259819610363186
0,student,single,secondary,False,948,False,False,telephone,2,1,191,3,success,True,6,5.1298987149230735
6,management,married,unknown,False,2149,True,False,cellular,2,1,87,10,failure,True,6,4.584967478670572
7,retired,married,primary,False,1413,False,False,cellular,2,2,0,0,unknown,True,6,5.953243334287785
4,technician,married,secondary,False,117,False,False,cellular,2,3,186,6,success,True,0,6.8658910748834385
6,retired,divorced,secondary,False,0,False,False,cellular,2,1,171,1,success,True,0,6.647688373563329
1,management,married,tertiary,False,71,False,False,cellular,2,3,102,2,failure,True,0,5.814130531825066
4,technician,married,secondary,False,1938,False,True,cellular,2,1,192,4,success,True,0,5.43372200355424
1,management,single,tertiary,False,5359,False,False,cellular,2,1,191,3,success,True,0,6.056784013228625
7,retired,married,unknown,False,519,False,False,telephone,2,3,133,2,success,True,0,5.598421958998375
1,blue-collar,single,secondary,False,-46,True,False,cellular,3,1,89,11,failure,True,4,6.263398262591624
1,technician,single,tertiary,False,1075,False,False,cellular,3,1,0,0,unknown,True,4,6.489204931325317
2,services,single,secondary,False,91,False,False,cellular,3,1,0,0,unknown,True,4,5.332718793265369
1,technician,single,secondary,False,598,True,False,cellular,3,1,288,2,failure,True,4,5.176149732573829
2,management,single,tertiary,False,1027,True,False,cellular,3,1,152,2,success,True,4,5.746203190540153
3,technician,married,primary,False,235,False,False,cellular,3,2,203,1,other,True,4,4.912654885736052
5,retired,divorced,tertiary,False,2,False,False,cellular,3,4,390,2,other,True,4,5.429345628954441
3,technician,married,secondary,False,4945,True,False,cellular,3,2,0,0,unknown,True,4,5.739792912179234
1,student,single,tertiary,False,311,False,False,telephone,3,3,322,1,other,True,4,5.231108616854587
0,student,single,secondary,False,154,False,False,cellular,3,1,180,2,failure,True,5,4.948759890378168
9,retired,divorced,primary,False,712,False,False,telephone,3,1,0,0,unknown,True,5,6.322565239927284
1,student,single,unknown,False,7585,False,False,cellular,3,2,198,1,failure,True,5,4.976733742420574
1,technician,single,tertiary,False,2489,True,False,cellular,3,1,86,5,failure,True,5,5.872117789475416
5,retired,married,secondary,False,2896,False,False,cellular,3,2,0,0,unknown,True,6,5.19295685089021
1,management,single,tertiary,False,354,False,False,cellular,3,2,133,5,other,True,6,5.176149732573829
1,management,married,tertiary,False,2667,True,False,cellular,3,1,181,4,failure,True,6,5.5254529391317835
3,management,married,tertiary,False,144,False,False,cellular,3,1,87,4,failure,True,6,4.997212273764115
1,admin.,single,tertiary,False,760,True,False,cellular,3,2,281,5,success,True,6,6.1224928095143865
7,retired,single,secondary,False,1050,False,False,cellular,3,3,181,2,failure,True,6,6.331501849893691
1,student,single,secondary,False,5296,False,False,cellular,3,1,205,1,failure,True,0,5.43372200355424
5,admin.,married,secondary,False,12980,False,False,cellular,3,1,0,0,unknown,True,0,4.74493212836325
0,blue-collar,single,secondary,False,509,False,False,cellular,3,1,0,0,unknown,True,0,6.035481432524756
5,retired,married,tertiary,False,1644,False,False,telephone,3,4,179,4,success,True,0,5.831882477283517
6,retired,married,primary,False,451,False,False,cellular,3,1,0,0,unknown,True,0,5.921578419643816
2,services,married,secondary,False,53,False,False,unknown,3,1,394,1,failure,True,0,5.54907608489522
2,unemployed,single,secondary,False,334,False,False,cellular,3,1,91,6,other,True,0,5.389071729816501
2,management,married,tertiary,False,6771,False,False,cellular,3,1,0,0,unknown,True,0,5.765191102784844
2,services,married,secondary,False,52,True,False,cellular,3,2,179,7,success,True,0,6.210600077024653
1,management,divorced,tertiary,False,2240,False,False,cellular,3,2,278,1,success,True,3,5.575949103146316
8,retired,married,tertiary,False,4761,False,False,telephone,3,1,0,0,unknown,True,3,6.490723534502507
1,technician,married,tertiary,False,1570,True,False,cellular,3,4,286,1,failure,True,3,5.6240175061873385
5,unemployed,divorced,secondary,False,588,False,False,cellular,3,1,0,0,unknown,True,3,6.013715156042802
5,unemployed,married,secondary,False,957,False,False,cellular,3,1,89,2,success,True,3,5.707110264748875
1,management,single,tertiary,False,224,False,False,cellular,3,2,0,0,unknown,True,3,5.484796933490655
2,management,married,tertiary,False,2161,False,False,cellular,3,2,181,3,success,True,4,4.9344739331306915
6,retired,married,unknown,False,426,False,False,telephone,3,1,90,1,success,True,4,5.41610040220442
1,management,single,tertiary,False,147,False,False,cellular,3,1,181,2,success,True,4,6.150602768446279
7,retired,married,primary,False,508,False,False,cellular,3,1,0,0,unknown,True,4,5.170483995038151
2,technician,married,secondary,False,294,True,False,cellular,3,1,90,4,success,True,4,5.707110264748875
1,management,single,tertiary,False,1825,False,False,cellular,3,1,0,0,unknown,True,4,5.4638318050256105
2,management,married,tertiary,False,158,False,False,cellular,3,3,181,6,success,True,4,5.356586274672012
1,management,married,tertiary,False,0,True,False,cellular,3,1,326,1,success,True,4,5.720311776607412
2,services,married,secondary,False,4721,False,False,cellular,3,2,90,3,success,True,4,5.662960480135946
3,management,married,unknown,False,282,False,False,cellular,3,2,154,3,success,True,4,6.551080335043404
0,student,single,unknown,False,108,False,False,cellular,3,2,182,1,success,True,4,5.60947179518496
1,management,single,tertiary,False,187,False,False,cellular,3,1,0,0,unknown,True,4,5.68697535633982
4,blue-collar,married,primary,False,3764,False,False,telephone,3,3,181,6,success,True,4,6.1092475827643655
4,unemployed,married,secondary,False,1416,False,False,cellular,3,2,182,1,success,True,5,6.077642243349034
5,retired,married,secondary,False,2801,True,True,cellular,3,1,0,0,unknown,True,5,5.476463551931511
2,management,married,tertiary,False,494,False,False,cellular,3,2,478,3,failure,True,5,4.663439094112067
2,unemployed,married,secondary,False,1978,False,False,cellular,3,1,0,0,unknown,True,6,5.814130531825066
8,retired,married,primary,False,155,False,False,telephone,3,1,93,2,success,True,0,5.66988092298052
5,admin.,married,secondary,False,4608,False,False,cellular,3,1,0,0,unknown,True,0,5.356586274672012
7,retired,married,secondary,False,951,False,True,cellular,3,3,339,1,failure,True,0,5.43372200355424
2,management,married,tertiary,False,495,False,False,cellular,3,3,182,6,success,True,0,5.3612921657094255
7,retired,married,tertiary,False,1843,False,False,cellular,3,1,185,2,success,True,3,5.2574953720277815
2,blue-collar,married,secondary,False,262,False,False,cellular,3,1,181,3,success,True,3,6.056784013228625
8,retired,divorced,primary,False,0,False,False,telephone,3,2,195,1,other,True,3,6.226536669287466
6,retired,married,tertiary,False,3561,False,False,telephone,3,7,0,0,unknown,True,3,6.3578422665081
2,housemaid,single,secondary,False,465,True,False,cellular,3,1,302,3,success,True,4,5.19295685089021
2,management,married,unknown,False,76,False,False,cellular,3,1,0,0,unknown,True,4,5.564520407322694
